temperature,vibration,current,pressure,runtime_hours,health_status,rul
48.26,3.4725,11.0051,81.77,268,0,92
68.22,3.0806,22.0357,110.56,3438,1,40
63.34,1.3452,9.2174,102.64,1367,0,89
80.02,5.5794,15.2414,97.17,4646,1,43
73.53,1.3654,13.7314,106.85,372,0,135
45.71,2.6817,11.6594,88.91,241,0,125
46.78,3.0854,13.3975,101.88,271,0,117
81.98,2.5432,18.155,112.44,2967,1,40
69.05,5.0445,16.9152,129.83,4001,1,73
45.42,3.8018,12.3966,87.78,539,0,84
78.78,6.1498,20.3385,91.1,3755,1,40
56.72,2.7415,14.8241,106.44,201,0,102
47.68,2.1694,11.0044,99.04,828,0,118
51.53,2.2748,12.1171,105.16,1675,0,138
56.47,3.2843,10.7564,113.69,1670,0,137
43.03,4.8339,14.3901,82.54,664,0,84
51.92,3.3687,8.1907,112.51,1374,0,142
48.77,2.8249,9.4112,92.23,1436,0,84
71.71,4.3248,16.8515,109.11,3892,1,43
52.51,2.2969,10.4224,107.37,711,0,111
87.5,7.8623,24.8933,146.03,5874,2,6
48.82,2.2639,12.4382,76.2,740,0,134
58.68,3.7486,11.3373,102.47,460,0,98
61.48,3.1302,11.9217,89.77,1474,0,100
50.5,3.0808,12.9761,91.38,369,0,136
50.39,3.2909,12.7518,95.67,1985,0,136
57.58,1.9637,15.0176,103.61,133,0,122
90.64,9.3229,30.5524,112.39,5903,2,20
54.3,3.9102,9.9626,92.39,111,0,138
45.42,1.7516,10.8156,114.23,1958,0,119
84.82,7.913,27.1078,105.61,9234,2,15
57.43,2.9975,15.6454,97.19,1084,0,139
49.02,1.4569,13.2215,90.21,1824,0,125
80.44,5.8083,18.2301,104.29,4968,1,75
54.69,2.4747,14.8023,102.48,352,0,110
49.91,2.4669,8.7319,101.8,1498,0,132
57.2,2.5161,10.886,89.74,1629,0,130
96.96,10.0802,24.7658,115.92,6907,2,3
66.51,3.5924,12.7527,89.19,1784,0,105
79.71,10.1177,28.0772,125.69,9614,2,11
61.85,2.8899,15.3924,117.35,457,0,90
52.4,2.1674,12.4299,99.08,1267,0,88
69.65,1.4504,11.2898,94.47,1404,0,91
63.53,6.5631,15.55,99.04,4342,1,45
73.18,8.7752,20.3229,127.66,3690,1,69
70.55,7.4834,18.1153,106.86,3400,1,76
49.71,2.0959,10.0906,84.44,1059,0,108
74.76,6.6226,13.9916,95.18,3004,1,44
68.31,5.7633,16.3978,115.19,4968,1,58
45.24,2.2237,13.211,135.34,1800,0,138
75.8,5.6558,12.9956,113.02,4993,1,33
59.1,2.6372,12.0586,112.69,362,0,96
87.7,7.0721,25.7059,172.46,5297,2,0
61.97,3.3979,12.5826,87.33,1315,0,103
85.32,4.0769,16.239,106.59,2279,1,32
70.52,5.5684,21.6212,115.77,4364,1,52
68.5,2.1545,16.6595,73.38,1888,0,138
49.84,2.7339,10.0483,95.32,1877,0,119
63.15,3.7189,9.7416,96.57,313,0,112
53.18,2.1795,11.5909,108.59,336,0,101
65.92,2.5314,9.6912,113.11,1156,0,123
59.49,2.8044,8.9437,109.12,713,0,145
81.64,10.9547,22.5719,124.06,6757,2,28
86.93,9.8315,19.3869,159.84,9056,2,16
57.57,4.1608,9.592,75.38,809,0,141
70.84,5.8562,19.7777,118.65,2596,1,46
80.54,9.1181,19.3831,129.22,9326,2,8
60.8,3.8034,11.8347,109.07,1872,0,132
57.76,1.8615,12.7629,103.54,1695,0,120
73.02,4.2284,16.9128,129.69,3050,1,44
56.71,3.6506,9.2721,95.09,1385,0,84
96.92,7.5032,22.1594,126.04,9059,2,21
98.49,9.2733,26.3839,141.22,8452,2,24
81.02,8.4852,24.3027,134.15,8005,2,18
80.57,9.3269,29.7444,139.09,5008,2,18
60.4,3.6832,11.695,108.95,569,0,95
53.37,1.9246,13.0048,100.79,1083,0,110
55.99,3.5682,12.2968,113.66,148,0,116
96.51,6.7567,26.4557,104.93,6164,2,16
83.0,10.0752,27.7155,149.61,5143,2,10
37.27,1.8051,9.3556,87.76,41,0,137
58.63,2.3657,13.8889,107.09,304,0,147
58.88,2.6029,12.2819,116.5,1437,0,86
60.75,1.845,12.658,124.86,966,0,79
55.52,3.1156,11.0344,95.61,1016,0,81
65.72,5.1016,17.5062,108.18,2959,1,33
55.77,1.5484,13.4592,89.57,990,0,146
54.14,1.8883,14.3685,88.48,204,0,146
66.95,6.2758,13.8673,106.89,3662,1,61
53.48,3.6135,13.1712,103.29,1040,0,84
47.86,3.4731,10.1346,105.7,1079,0,90
40.92,2.857,11.5544,100.16,354,0,124
61.11,1.4917,8.2049,110.59,867,0,90
41.27,2.1609,14.8533,90.43,96,0,128
56.52,1.3918,15.1475,101.71,616,0,78
56.86,1.7551,17.3329,96.73,369,0,129
54.55,2.4843,10.2595,89.9,65,0,101
83.5,12.679,23.6036,165.37,5467,2,25
52.81,2.3369,8.2263,97.94,1955,0,150
61.07,4.1,9.9596,116.89,1311,0,120
45.69,3.0171,11.9956,80.17,1631,0,126
47.38,1.0411,8.4618,91.17,1248,0,117
62.02,2.0235,14.3595,89.29,1268,0,138
75.16,6.1541,19.2665,123.7,4175,1,48
87.95,5.2508,17.0435,95.23,3824,1,60
93.61,9.2436,29.8363,110.71,8334,2,22
85.07,8.7543,21.1195,140.5,8588,2,16
53.75,1.3016,15.4383,102.39,454,0,124
55.28,2.0479,14.2295,108.29,844,0,114
34.6,2.7829,13.4613,92.22,424,0,153
73.9,3.9052,12.8911,108.13,1648,0,108
56.93,2.5433,9.3628,95.61,615,0,146
90.41,12.5201,23.216,116.32,6901,2,7
55.32,1.9009,9.9681,95.68,388,0,115
81.07,9.3342,28.3639,131.49,7234,2,14
72.34,1.7743,13.5552,103.58,83,0,147
55.86,2.2724,11.6104,122.49,501,0,85
67.09,6.0046,15.1897,119.77,3844,1,69
70.4,7.0684,21.053,112.64,4962,1,34
87.69,10.3622,33.7959,137.42,5405,2,16
59.14,2.5524,13.999,102.62,416,0,98
67.2,1.8587,15.5532,101.79,1023,0,125
51.2,2.1161,13.4633,106.38,1321,0,131
71.74,7.4798,22.1015,138.74,4713,1,61
72.45,4.7952,17.2258,110.36,3977,1,37
67.95,5.141,13.6518,134.24,4057,1,43
68.82,6.5002,17.4066,125.79,4944,1,48
47.69,1.2931,14.0331,100.13,938,0,75
70.79,5.4709,19.7652,116.03,2879,1,76
53.1,3.1577,17.4265,103.25,1529,0,117
53.47,3.5163,9.1947,90.05,63,0,87
74.27,6.5658,19.0108,103.64,4651,1,63
63.53,2.4528,11.4603,105.81,885,0,112
70.84,5.328,17.4172,123.72,3982,1,52
56.25,3.6703,9.3691,95.18,914,0,87
74.58,6.7562,12.8715,98.02,3613,1,48
68.9,3.4698,17.6767,108.75,3436,1,73
68.26,3.7473,16.9926,121.81,2436,1,59
64.14,2.4052,13.5394,100.41,1672,0,131
65.31,2.0248,11.2777,99.96,1681,0,107
65.16,8.252,17.7565,114.54,2954,1,30
74.04,5.4134,18.6906,98.38,4811,1,43
51.19,3.3648,11.8397,96.56,618,0,87
58.29,5.8444,16.7205,95.4,3610,1,58
84.21,8.3997,21.6112,149.56,8124,2,13
46.73,4.9063,10.7731,92.17,1761,0,120
51.9,2.2229,12.5666,88.17,214,0,129
63.0,2.5533,13.1566,106.7,1243,0,85
46.71,3.5662,11.4367,108.02,1827,0,129
56.85,2.3185,9.951,114.62,597,0,91
83.63,6.6138,27.2069,132.79,8012,2,21
50.84,2.0679,11.4066,94.42,1146,0,83
55.72,2.2364,11.504,81.26,1110,0,133
68.9,4.5479,18.9184,98.72,2691,1,44
86.03,6.5315,24.1302,135.47,6957,2,14
49.12,3.1936,8.4276,95.47,1648,0,143
74.81,4.5241,19.7211,101.23,4347,1,72
66.54,5.3617,19.3144,122.89,2260,1,65
48.59,2.712,11.8042,105.57,1600,0,133
53.92,2.6231,13.6748,96.78,399,0,150
62.26,1.4905,14.4064,92.93,1053,0,134
73.25,4.338,21.5583,125.0,4769,1,48
69.44,3.2159,13.7275,101.16,1437,0,93
81.24,6.4791,21.9228,101.85,4362,1,61
62.45,0.9434,12.7206,108.74,1485,0,127
77.23,6.5135,17.173,85.51,4715,1,65
55.42,1.9113,13.2242,101.57,661,0,78
63.43,3.8089,23.0658,121.19,4202,1,69
97.7,9.2155,23.6466,141.76,6057,2,3
57.09,1.7774,14.4273,99.47,1896,0,119
50.47,2.9028,12.0861,85.24,0,0,139
56.63,3.3272,13.9289,84.63,127,0,151
81.58,5.2711,17.3142,117.98,3776,1,35
48.95,2.5993,13.7596,93.14,335,0,88
52.33,2.0106,11.8602,104.4,1388,0,92
62.42,2.7789,11.486,107.95,1395,0,99
70.3,2.6421,10.8605,99.3,1249,0,110
56.39,2.8945,12.2809,81.36,1767,0,101
75.59,4.8729,13.5409,113.72,4337,1,55
50.78,1.5695,11.8142,104.36,567,0,134
49.76,2.0707,11.4647,92.73,936,0,80
46.71,1.3522,7.9732,93.21,926,0,134
70.53,4.3077,15.7758,120.17,3945,1,71
54.73,2.6677,13.9888,86.7,1538,0,147
50.3,4.0035,11.6472,103.0,1147,0,124
53.74,1.4091,11.7847,103.05,2061,0,85
86.96,6.5246,29.3817,131.46,9921,2,11
60.08,4.535,13.1127,100.51,1606,0,132
90.17,11.943,29.5868,151.51,9843,2,24
51.81,1.5034,14.2526,86.9,684,0,79
63.63,1.5814,16.8291,96.94,1182,0,105
71.76,5.0246,20.2788,109.96,2735,1,76
53.41,5.9567,16.1571,127.53,4152,1,53
70.61,6.3001,16.0136,112.0,2484,1,71
67.43,5.7022,21.7962,90.71,2478,1,56
82.12,8.5809,21.8424,135.28,8015,2,4
63.35,3.5572,11.0524,98.11,0,0,80
52.52,2.6111,12.7443,106.26,1203,0,124
43.13,2.957,9.973,94.94,209,0,114
82.95,3.9723,14.372,134.64,2595,1,39
69.01,5.528,21.3353,121.52,4867,1,68
48.73,0.3732,11.9479,93.25,739,0,126
54.86,1.802,13.4814,104.44,1828,0,147
65.99,6.1421,16.4451,92.97,4818,1,48
63.95,2.6105,13.2523,114.03,140,0,113
48.53,3.4567,13.6301,114.66,630,0,100
39.7,3.3801,9.8067,113.17,931,0,131
46.93,3.3641,11.1486,106.72,748,0,124
56.8,1.9728,11.4757,94.3,1078,0,99
54.36,3.2929,14.0127,95.47,1033,0,140
40.13,3.755,13.8899,114.85,889,0,151
42.5,2.6518,12.4842,105.66,13,0,100
65.18,0.3795,12.084,107.21,1905,0,142
50.07,2.1733,9.4937,85.75,1155,0,141
60.83,2.5746,14.3812,90.71,728,0,143
51.78,1.6931,12.8922,98.8,11,0,108
46.99,3.8883,11.4428,108.0,935,0,83
61.08,2.4409,16.486,85.48,374,0,112
45.93,3.8128,8.7679,123.42,365,0,138
58.53,1.1824,13.3401,99.3,696,0,121
72.52,5.788,18.5783,106.8,3370,1,41
58.73,2.936,12.0446,105.95,1305,0,140
63.65,2.816,12.251,118.47,950,0,138
72.39,5.2547,15.9298,114.52,4116,1,59
79.12,4.9084,14.5594,108.32,3223,1,54
57.21,1.5869,10.0287,83.93,250,0,89
86.74,8.8469,25.4687,121.05,5062,2,15
60.99,5.8782,17.4912,123.96,3245,1,65
55.01,3.9643,12.3358,111.51,1588,0,84
89.03,7.1505,22.4459,140.0,8523,2,26
58.1,3.4959,15.3902,116.46,1502,0,94
67.11,2.1638,8.1816,102.36,806,0,123
59.7,2.5517,8.8009,119.44,796,0,85
64.12,5.8111,16.2974,126.35,4397,1,43
51.32,2.6631,13.9788,95.09,40,0,94
57.05,1.9109,10.8802,102.54,1877,0,81
57.19,3.1765,15.2732,104.13,1870,0,111
54.49,2.436,12.125,94.96,1390,0,90
62.04,1.9409,10.2009,93.14,1254,0,131
70.33,7.8143,21.6788,88.06,3707,1,50
40.1,4.0384,12.5363,113.7,1343,0,119
55.77,4.2864,11.0318,114.39,1112,0,100
60.71,3.0949,11.3313,102.48,237,0,123
53.51,4.1004,9.9003,99.98,0,0,89
55.82,3.1999,13.0096,130.15,662,0,102
105.34,9.5812,20.1001,132.31,6678,2,19
48.45,2.1689,12.1088,114.64,1080,0,117
61.01,2.631,10.7439,117.24,748,0,92
54.67,2.8709,13.9722,98.74,1743,0,132
42.22,2.8399,10.4289,83.94,1943,0,127
58.79,2.7944,12.4215,93.35,502,0,104
60.37,3.108,13.6996,89.12,1886,0,124
48.37,2.4931,13.9531,110.61,1779,0,143
80.63,10.9431,25.3576,146.8,8266,2,17
47.8,1.8626,10.0785,106.77,1432,0,132
48.88,2.6764,13.5179,102.78,1169,0,123
55.17,3.1888,14.8694,111.64,474,0,86
93.35,7.0319,20.4521,120.85,8458,2,7
62.19,2.867,14.7694,112.24,301,0,148
63.06,1.6943,12.3303,104.52,51,0,113
85.28,4.6661,21.986,144.32,9672,2,8
47.34,2.6722,9.8894,92.22,2038,0,149
84.25,5.7816,12.8693,120.65,3704,1,68
49.55,1.4771,12.2987,104.29,1270,0,88
51.6,2.2673,13.1316,108.31,1852,0,129
47.9,1.2886,14.6434,102.9,39,0,88
60.54,3.306,10.4596,95.81,975,0,106
44.4,1.9524,9.458,110.24,1815,0,127
38.89,1.9743,13.0898,124.4,609,0,126
55.8,2.3115,11.9376,102.52,795,0,104
81.05,10.5332,20.1989,125.17,7692,2,8
80.95,8.343,26.2782,152.46,5366,2,23
68.65,2.565,8.8953,102.18,1574,0,93
112.97,8.5359,19.9989,127.01,7010,2,11
58.98,2.8774,10.0339,114.36,1432,0,121
49.59,1.0351,11.0547,90.03,1934,0,103
90.64,10.1692,28.8084,144.19,9738,2,25
56.43,2.1059,14.4565,109.5,1757,0,122
76.25,5.4296,18.8699,110.87,3842,1,75
63.86,4.518,11.9562,92.95,888,0,115
77.73,8.0804,22.4449,136.54,8367,2,0
90.16,10.4492,27.6993,114.56,7411,2,11
73.93,7.2664,19.5046,115.34,2796,1,46
48.94,2.5715,11.1254,115.1,571,0,99
47.15,3.5231,12.4413,105.4,492,0,109
58.32,2.7433,10.5934,85.83,1347,0,92
44.17,1.9269,11.4111,104.98,1185,0,135
61.47,2.4904,12.9607,97.23,2022,0,94
67.39,6.4412,16.9062,113.45,3043,1,54
50.89,1.2127,11.4307,108.62,57,0,88
49.05,1.5661,12.8063,104.01,1473,0,83
61.94,6.2612,16.8563,104.27,2777,1,43
66.35,1.2563,12.7726,92.67,311,0,108
76.69,2.8667,14.3847,79.51,1234,0,144
72.91,4.6547,14.9891,95.89,4572,1,48
41.11,2.7939,13.3699,94.88,1817,0,113
69.36,2.1938,9.8094,88.8,1071,0,141
62.24,1.6876,11.7924,104.45,1615,0,136
41.97,0.7686,10.6458,105.38,1988,0,87
50.59,2.7464,10.9061,97.31,1087,0,135
100.7,8.3182,23.99,130.83,5851,2,15
72.43,6.751,24.7373,160.72,6254,2,0
67.27,5.9671,15.3132,118.35,4244,1,66
60.05,2.4349,11.8049,92.46,1010,0,144
76.11,5.6744,16.0787,110.23,2293,1,52
42.85,3.2697,13.836,96.39,1103,0,96
67.23,0.6052,13.4246,93.74,774,0,85
69.86,3.869,14.2572,100.51,1488,0,111
33.8,3.2593,14.3982,85.87,1733,0,113
79.92,2.149,10.5639,97.63,1312,0,135
56.4,2.901,10.4518,91.21,650,0,115
60.54,3.0861,13.328,111.0,116,0,131
50.27,2.2309,12.8103,97.39,354,0,118
53.54,4.5903,12.8363,79.63,541,0,147
73.79,6.7896,14.9754,130.0,3493,1,68
45.14,3.1031,14.3278,85.66,1170,0,117
77.22,9.7347,21.9232,148.65,9459,2,14
40.79,3.2588,15.7333,88.49,1503,0,126
53.59,2.2469,7.8326,109.75,689,0,87
72.88,5.0834,16.5058,117.07,4911,1,81
69.22,5.8678,15.1343,101.27,3510,1,70
64.37,2.9609,12.7189,96.52,1251,0,94
85.81,7.6883,24.8934,116.55,8193,2,22
65.66,2.3694,20.9564,126.05,3748,1,33
65.03,5.1349,19.1202,154.1,2127,1,67
65.73,6.7733,24.0445,122.91,2316,1,74
86.09,9.2397,19.6823,136.34,5761,2,21
62.63,5.5607,15.132,102.79,4309,1,69
76.88,6.352,19.0776,108.66,3632,1,33
92.83,5.9352,32.889,117.88,7844,2,4
58.36,3.2983,12.0517,105.44,25,0,141
56.6,1.9133,13.8883,84.86,1254,0,117
62.41,3.2415,13.0177,99.02,442,0,129
88.41,8.6441,27.0435,144.31,9261,2,3
59.83,3.572,11.0726,116.01,1678,0,128
83.65,8.3769,25.6817,108.14,4683,1,49
72.96,5.3521,17.6505,117.46,3873,1,60
83.8,6.3568,13.6504,104.71,3029,1,56
56.72,2.4861,11.947,103.75,719,0,109
70.68,6.7442,24.6544,123.2,3296,1,49
49.54,1.7362,11.9092,100.35,329,0,108
53.2,3.3333,13.5452,81.17,1194,0,137
48.89,1.1359,8.7821,100.16,553,0,98
70.53,5.4837,13.2364,82.22,2854,1,52
72.96,3.8344,19.6048,103.37,2125,1,33
78.07,6.1586,15.7725,126.41,4208,1,71
42.88,2.5574,13.7455,116.83,259,0,138
85.17,7.2108,27.0584,142.7,8346,2,14
64.55,1.9264,12.0413,115.19,989,0,119
67.67,2.0309,9.7628,104.64,1675,0,127
75.68,5.9261,21.7136,112.92,2752,1,74
44.59,1.1938,12.4734,104.18,566,0,150
65.78,1.2417,12.2136,97.67,275,0,129
58.49,1.1733,14.2247,122.62,261,0,120
66.25,4.7067,13.5618,97.15,1608,0,115
57.29,2.1139,11.9992,102.31,1398,0,128
46.34,1.8863,12.0967,107.75,834,0,95
54.76,1.8687,12.5777,101.21,1550,0,125
52.94,2.2385,14.2385,98.28,1796,0,118
66.93,2.0419,7.1921,97.25,1161,0,120
97.41,9.1641,24.0562,122.63,7608,2,19
36.84,2.3879,9.8341,97.51,1751,0,117
65.02,6.5602,15.3286,130.33,2788,1,35
77.38,6.8787,29.6315,143.82,8564,2,30
55.84,2.6945,13.4199,93.87,1569,0,85
72.92,5.0048,18.4071,108.79,4942,1,64
100.37,8.2063,26.2973,134.94,7137,2,4
53.46,1.1279,9.9172,124.53,1917,0,117
49.64,1.84,7.1658,111.11,983,0,85
73.18,5.4502,22.3855,103.08,3045,1,37
53.21,2.3945,14.2748,94.53,1582,0,136
67.33,5.5278,16.9906,120.08,2504,1,58
74.04,6.3893,16.2936,99.95,4042,1,75
72.62,1.853,10.8507,126.19,787,0,100
95.23,8.2594,23.4909,136.64,4999,2,18
52.24,0.6504,10.1145,103.79,1345,0,124
57.59,2.507,11.6813,107.22,1940,0,91
61.38,2.3679,14.7954,87.76,528,0,101
65.25,2.7583,14.7428,100.86,1175,0,134
57.89,2.6267,10.61,92.77,942,0,104
52.45,2.1038,12.9355,101.98,84,0,142
47.09,1.9346,12.4715,73.12,1737,0,142
63.39,2.0721,11.4204,109.85,482,0,86
96.28,7.9055,27.7305,134.74,9560,2,14
101.42,9.4788,17.1743,142.47,4983,2,10
85.57,7.0525,21.8579,155.4,5155,2,30
54.22,1.7683,10.4423,116.31,1832,0,106
79.57,5.8124,14.8112,107.75,2153,1,66
69.96,7.1375,19.2313,105.31,3380,1,63
80.46,7.3328,25.2091,149.37,8435,2,3
54.86,3.2779,11.6924,107.67,678,0,128
68.73,2.9707,11.842,92.3,537,0,149
68.07,4.0065,13.4647,86.24,221,0,133
51.83,1.9005,8.658,103.41,1515,0,121
85.63,7.9332,26.0176,148.41,8479,2,13
69.78,6.1969,16.5265,112.04,3324,1,37
40.04,2.0996,10.248,121.43,105,0,132
51.58,1.2511,11.7065,101.94,1046,0,86
68.81,5.9195,16.079,99.28,4304,1,49
58.57,1.8821,12.5133,103.35,1134,0,119
87.71,7.6459,30.2527,131.98,5512,2,25
98.58,6.1834,24.6215,134.85,7781,2,0
77.17,6.3396,19.5765,128.24,2877,1,28
75.63,1.8598,9.6553,122.33,1866,0,84
74.52,5.6667,17.9848,115.02,2461,1,35
73.46,7.8647,12.3949,125.82,2709,1,81
66.64,0.3747,10.5727,100.03,1814,0,112
80.53,5.545,20.1542,117.77,2843,1,53
85.98,8.2624,25.2723,133.15,8320,2,24
42.48,3.0616,11.0849,117.76,1695,0,92
85.89,9.5258,25.8765,129.26,9621,2,15
56.75,2.1947,8.3669,107.61,883,0,90
61.15,3.2386,11.977,112.01,1217,0,122
76.85,2.5988,16.8194,120.51,4495,1,72
65.99,4.1505,13.8193,86.18,1978,0,143
64.02,5.8199,20.2543,109.24,3203,1,43
97.59,11.6369,29.8566,149.64,6797,2,30
61.24,3.008,8.9805,95.88,652,0,104
73.84,6.8301,13.5981,95.72,4417,1,75
75.78,6.5991,20.7044,109.7,3261,1,49
61.16,2.1788,14.583,87.42,1404,0,112
59.38,1.8787,13.5246,109.81,1262,0,132
84.48,9.7737,22.4267,123.28,6912,2,10
72.59,5.0271,19.2311,125.17,3119,1,80
59.29,1.1731,15.1867,100.18,1711,0,115
40.18,3.1376,11.4849,127.78,1796,0,145
75.42,3.8767,15.1109,94.78,969,0,106
53.58,1.5374,15.3878,98.15,115,0,144
63.16,2.1375,10.8752,116.28,1355,0,105
73.73,5.0335,16.8977,118.69,4866,1,76
47.31,3.2721,10.9932,97.12,74,0,124
55.04,3.1383,12.1672,104.35,1705,0,108
64.59,0.7261,10.0074,88.18,990,0,118
54.54,2.6663,11.4349,102.33,1077,0,142
52.51,3.3207,13.8113,97.01,1708,0,107
53.02,3.3731,11.4928,102.74,605,0,137
55.84,4.1652,8.9696,107.26,1918,0,119
75.72,4.8869,18.4879,112.76,3450,1,51
70.73,5.1324,17.5262,110.71,4936,1,57
44.88,2.6993,11.4299,109.07,222,0,114
64.84,3.3721,15.0185,71.94,519,0,80
51.58,1.1658,13.5311,85.27,1408,0,95
48.44,2.4341,14.6558,84.21,326,0,133
54.48,1.9581,12.7721,100.16,406,0,147
63.87,2.4309,14.084,80.89,240,0,110
96.62,7.2369,17.2478,125.72,5796,2,15
68.56,5.8713,16.6049,108.05,4302,1,33
54.16,3.3559,13.2069,105.86,317,0,118
49.26,1.9079,11.2435,105.14,1708,0,98
54.41,1.9441,8.4336,90.72,660,0,145
61.14,0.7389,7.5123,109.4,659,0,89
46.91,2.4427,10.3245,104.58,321,0,79
50.19,3.0866,12.0979,90.83,2002,0,113
38.31,2.8128,11.159,98.5,1488,0,93
54.23,3.5946,11.4314,91.27,644,0,114
66.97,2.1296,7.1327,96.91,789,0,82
50.01,0.7807,11.5994,96.83,1440,0,135
46.58,2.8638,14.1494,89.7,1487,0,114
102.72,8.7666,25.5467,135.1,5669,2,4
57.99,2.8885,9.5267,86.77,1168,0,146
58.09,2.2558,12.5466,106.17,1385,0,129
44.37,2.1618,11.3552,92.49,1608,0,101
55.4,2.5127,11.1763,82.97,1666,0,117
50.35,1.4079,11.2931,93.07,950,0,123
54.21,2.3196,12.7724,73.4,170,0,81
61.19,2.9041,14.0501,87.79,1309,0,117
75.11,6.0053,25.9275,102.5,9029,2,6
67.67,2.4618,10.1144,105.04,335,0,93
65.55,2.0071,12.022,89.54,1770,0,113
68.11,5.0188,19.4781,113.15,4193,1,67
53.71,2.9343,14.0171,110.34,274,0,110
109.76,6.0626,12.8487,136.42,9838,2,10
60.32,3.761,15.9237,90.56,1792,0,100
63.49,3.326,11.5244,96.08,1529,0,89
65.92,5.1595,18.6081,121.02,3331,1,56
73.84,6.1006,15.278,102.94,4216,1,59
96.51,10.5001,27.0125,129.28,9215,2,23
68.26,4.9447,15.2714,109.23,2547,1,36
47.99,3.8093,11.6826,92.99,671,0,80
73.98,2.7542,21.2473,133.59,3477,1,34
75.02,8.333,16.0209,132.16,4006,1,64
66.34,3.9612,17.3002,115.39,4176,1,29
58.45,1.4996,13.5588,110.84,659,0,109
45.78,2.2376,12.0697,98.33,1367,0,131
83.62,5.758,19.5543,134.05,2694,1,62
60.87,2.808,12.5409,81.61,402,0,99
67.54,4.6297,17.6026,111.54,3570,1,80
60.03,1.5894,13.5829,78.07,1407,0,118
53.55,1.1043,8.8525,110.1,522,0,103
48.18,3.9599,8.945,115.31,75,0,104
61.52,2.2488,9.496,120.54,1482,0,112
77.55,7.8482,16.6078,115.8,9886,2,25
94.1,10.5387,17.01,149.29,7294,2,23
58.43,1.1182,13.5837,100.82,2004,0,79
60.18,2.8091,13.915,88.73,1592,0,134
47.78,3.1208,10.8666,107.72,1999,0,92
55.28,1.7671,11.3086,94.14,1002,0,145
58.84,2.6785,14.1601,112.08,1685,0,149
50.57,3.8269,8.941,107.06,948,0,101
69.88,5.457,17.8709,120.48,4498,1,70
50.9,1.5661,8.7387,91.51,674,0,94
53.18,3.812,18.198,116.04,65,0,79
43.4,3.5681,11.5631,97.18,565,0,93
96.11,6.9456,22.679,120.75,8148,2,19
45.33,1.7236,9.8003,92.59,1250,0,135
74.28,6.2383,18.6868,125.58,3519,1,63
46.13,3.6699,8.6279,109.1,1649,0,142
61.03,2.6101,11.1076,98.95,541,0,84
81.4,6.807,21.2109,126.75,8487,2,1
31.6,2.9571,8.902,90.38,2001,0,141
53.98,1.1302,12.475,80.36,264,0,115
60.31,1.4564,15.2547,97.29,286,0,146
52.52,3.2338,12.3121,92.86,691,0,108
68.98,6.3739,20.932,108.47,3357,1,34
74.52,8.2391,26.3657,142.83,7921,2,24
50.56,2.5516,11.378,100.67,202,0,104
59.65,3.6265,12.4977,114.06,1028,0,95
55.4,2.247,12.338,96.09,731,0,87
38.45,1.689,10.4473,100.47,1735,0,124
69.89,5.8279,15.7572,110.69,4813,1,30
70.0,4.4931,17.1259,124.76,4452,1,39
50.76,2.6703,11.7528,113.21,1454,0,96
55.95,2.0512,11.3646,90.78,1647,0,124
58.13,1.2579,12.5659,76.07,1595,0,134
43.93,3.3677,14.6046,84.79,228,0,88
67.07,8.4191,16.8328,103.2,2450,1,53
75.07,6.5911,23.174,126.73,2000,1,72
45.95,2.9543,15.9996,101.47,919,0,122
44.23,1.9942,13.1437,89.94,1934,0,107
68.93,7.3207,17.2036,115.97,3489,1,40
72.07,5.5391,20.191,115.91,4852,1,30
54.77,2.1405,9.5876,104.36,186,0,128
55.84,3.5289,8.1699,83.35,1170,0,119
86.24,6.4205,23.0873,138.11,5582,2,7
61.29,3.7182,12.2382,113.11,392,0,101
68.79,4.3961,20.2282,108.19,4191,1,68
47.82,2.5574,10.8348,106.7,1848,0,142
87.43,7.1155,28.4234,124.75,7398,2,6
80.45,6.7277,23.237,137.52,4075,1,63
96.31,7.4631,27.2271,143.06,10001,2,25
78.3,6.7231,17.6111,119.92,2303,1,46
55.14,4.4772,11.1632,101.28,603,0,86
51.19,1.7999,16.018,100.05,1181,0,101
63.5,0.9803,11.2861,99.58,2059,0,141
94.8,10.8129,30.6086,165.0,6190,2,0
90.88,7.5992,24.3631,154.91,5581,2,21
63.91,3.8608,9.6848,83.6,1858,0,113
65.85,5.6296,17.3186,120.99,2889,1,54
46.83,3.1916,11.2453,113.15,686,0,86
92.48,9.2403,26.5757,124.52,9561,2,6
54.03,3.9941,11.8659,99.86,2031,0,83
79.79,10.408,28.4953,144.89,6034,2,23
85.99,8.9779,17.3466,138.59,5238,2,25
63.71,2.3478,14.5871,87.61,275,0,138
52.66,3.093,11.8625,89.03,941,0,91
50.96,2.8438,5.9272,99.28,0,0,147
46.47,3.5875,10.7395,98.31,548,0,142
44.6,3.604,14.6844,96.69,1382,0,147
45.56,1.2693,10.8985,113.53,445,0,84
58.5,4.895,7.0038,108.0,863,0,96
41.03,1.7768,11.1334,92.26,1574,0,119
66.65,2.8534,13.1124,88.16,1113,0,139
82.44,10.0977,36.3567,146.01,9769,2,0
65.43,0.8726,7.0675,84.65,1420,0,144
58.94,1.7413,11.8597,85.89,1468,0,139
63.92,2.1704,8.1728,101.83,83,0,86
59.63,2.6423,11.9858,96.87,118,0,109
57.99,2.4647,11.1901,84.5,1466,0,147
67.45,2.1344,12.5718,97.98,416,0,152
71.99,4.3939,12.9733,109.1,4290,1,47
